SMS,send,131,131,02/09/2014 03:20,62,SPAM,Fastlink,,
SMS,receive,131,131,28/08/2014 05:20,62,SPAM,Y'ello! Your request has been received and is being processed. You will receive a response shortly. Please do not resend your request. Thank you!,,
SMS,send,131,131,28/08/2014 05:19,62,SPAM,FASTLINK ,,
SMS,receive,131,131,27/08/2014 22:04,62,SPAM,Y'ello!, you are not eligible for this offer. Please subscribe to any other MTN data plan to enjoy cheaper rates.,
SMS,receive,131,131,27/08/2014 22:04,62,SPAM,Y'ello! Your request has been received and is being processed. You will receive a response shortly. Please do not resend your request. Thank you!,,
SMS,send,131,131,27/08/2014 22:04,62,SPAM,Fastlink ,,
SMS,receive,131,131,22/07/2014 20:57,62,SPAM,Welcome to Enhance MTN Pulse! N5 daily access fee has been deducted and you have received free 5MB data. Your access fee expires at 11.59pm on 22/07/14.,,
SMS,receive,131,131,22/07/2014 20:56,62,SPAM,Welcome to Enhance MTN Pulse! N5 daily access fee has been deducted and you have received free 5MB data. Your access fee expires at 11.59pm on 22/07/14.,,
SMS,receive,131,131,22/07/2014 20:55,62,SPAM,Sorry, you do not have enough credit to opt-in into Enhanced Pulse. Please recharge with N100 and try again. Thank you,
SMS,receive,131,131,22/07/2014 20:50,62,SPAM,You Have Already Opted Out of This Campaign,,
SMS,receive,131,131,22/07/2014 20:50,62,SPAM,You have successfully opted out of Enhanced Pulse. To opt in again, simply dial *406*1# to continue receiving free 5MB data daily. Thank you!!,
SMS,receive,131,131,22/07/2014 20:49,62,SPAM,Sorry, you have already opted in for this service. Thank you.,
SMS,receive,131,131,22/07/2014 06:59,62,SPAM,Welcome to Enhance MTN Pulse! N5 daily access fee has been deducted and you have received free 5MB data. Your access fee expires at 11.59pm on 22/07/14.,,
SMS,receive,MTN N,MTN N,26/08/2014 13:38,103,SPAM,Yello! Follow us on twitter @MTNNG for updates, promos, competitions and the latest news from MTN
SMS,receive,MTN,MTN,09/08/2014 00:21,2,SPAM,Yello  welcome to MTN! Please SAVE the setup information that will be sent shortly, to enable data service on your phone. Thank you.,
SMS,receive,MTN,MTN,16/06/2014 19:54,2,SPAM,Do ensure you subscribe to an MTN Data Bundle to avoid being charged out of bundle rates for browsing or for mobile app updates on your new smart phone. Visit www.mtnonline.com/tips for tips to help you avoid extra charges due to your smart phone.,,
SMS,receive,MTN,MTN,16/06/2014 19:52,2,SPAM,Yello  welcome to MTN! Please SAVE the setup information that will be sent shortly, to enable data service on your phone. Thank you.,
SMS,receive,5031,5031,08/08/2014 17:21,88,SPAM,No disease/plague shall come near your dwelling place; the Lord will keep you from evil at all times. For more prayers from Rhapsody of Realities, text ROR to 5031,
SMS,receive,33300,33300,25/07/2014 14:41,64,SPAM,Nollywood actress, Funke Akindele is engaged & ready to walk down the aisle again! Who is the lucky guy? For more Nollywood gist, Text IROKOTV to 33300 @ N50/wk
SMS,receive,33118,33118,11/07/2014 15:01,30,SPAM,Spectacular WC football moments in history at its best as we count down to the finals of this year's tournament! Reply WC @N50/Wk. Txt STOP to 33111 to OptOut,,
SMS,receive,33118,33118,09/07/2014 08:12,30,SPAM,THE SEMI-FINALS ARE HERE! Get LIVE game updates & summary of Brazil's match today against Germany! Text SOCCER to 33118 @N50/Wk. Text STOP to 33111 to OptOut,,
SMS,receive,2.34707E+12,2.34707E+12,21/06/2014 21:23,13,SPAM,Please call me. I Love you. Start your week as a champion with prayers from . RHAPSODY of Realities for just N50! To enjoy, text ROR to 5036. To opt out text ST,
SMS,receive,2.34706E+12,2.34706E+12,18/06/2014 06:55,8,SPAM,Please call me. Start your week as a champion with prayers from . RHAPSODY of Realities for just N50! To enjoy, text ROR to 5036. To opt out text STOP to 5036,
